Rank,Character,Base,Additional,Max,Air speed,Regular Fall,Fast Fall,% Increase,Gravity,Full Hop,Short Hop,Air Jump,SH Fast Fall,FH Fast Fall,Weight,Hard Land,Soft Land (Universal),Walk Speed,Initial Dash,Run Speed,Dash Frames,Pivot Dash Frames,Fast (Initial Dash),Normal (Buffer Window),Slow (Full Dash),Startup,Intangible Until,Total,Notes,Note,Total Frames With/Without Cancel,Intangible Start Frame,Intangible Last Frame,Grab Range,Attack Range,Attack Frames,Neutral Getup,Roll,Jump,Number,Move,Reflector Active,Hitbox,Damage Mult,Speed Mult,Break Threshold,Lifetime Mult,#1,Fastest Move(s),#2,2nd Fastest Move(s),#3,3rd Fastest Move(s),Grab,"Grab, Post-Shieldstun",Item Throw(Forward),Item Throw(Back),Jump+Z-Drop (Front),Jump+Z-Drop(Behind),Key
,Mr. Game & Watch,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ness,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olimar,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PAC-MAN,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Palutena,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Peach,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pichu,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pikachu,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Piranha Plant,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pit,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pokemon Trainer (All),,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R.O.B,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Richter,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ridley,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Robin,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rosalina & Luma,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roy,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ryu,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samus,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sheik,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shulk,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Simon,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snake,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sonic,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Toon Link,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Villager,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wario,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wii Fit Trainer,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wolf,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yoshi,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Young Link,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zelda,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—15,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zero Suit Samus,,,,,,,,,,,,,,,,,,,,,,Frames 1—5,6—12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bayonetta,,,,,,,,,,,,,,,,,,,,,,,,,(1) 5,31.0,45.0,Bat Within on frames  1-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fox,,,,,,,,,,,,,,,,,,,,,,,,,2,26.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Greninja,,,,,,,,,,,,,,,,,,,,,,,,,2,27.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pichu,,,,,,,,,,,,,,,,,,,,,,,,,2,26.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Falco,,,,,,,,,,,,,,,,,,,,,,,,,2,27.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wolf,,,,,,,,,,,,,,,,,,,,,,,,,2,25.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sheik,,,,,,,,,,,,,,,,,,,,,,,,,2,26.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diddy Kong,,,,,,,,,,,,,,,,,,,,,,,,,2,27.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mythra,,,,,,,,,,,,,,,,,,,,,,,,,(2) 6,31.0,44.0,Foresight on frames 2-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Young Link,,,,,,,,,,,,,,,,,,,,,,,,,2,26.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zero Suit Samus,,,,,,,,,,,,,,,,,,,,,,,,,2,26.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meta Knight,,,,,,,,,,,,,,,,,,,,,,,,,2,26.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Little Mac,,,,,,,,,,,,,,,,,,,,,,,,,2,26.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pikachu,,,,,,,,,,,,,,,,,,,,,,,,,2,26.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sonic,,,,,,,,,,,,,,,,,,,,,,,,,2,26.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Squirtle,,,,,,,,,,,,,,,,,,,,,,,,,2,25.0,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Toon Link,,,,,,,,,,,,,,,,,,,,,,,,,2,26.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Min Min,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Brawler,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Captain Falcon,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Piranha Plant,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chrom,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Incineroar,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roy,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sephiroth,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mega Man,,,,,,,,,,,,,,,,,,,,,,,,,3,25.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Banjo & Kazooie,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Richter,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Simon,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ridley,,,,,,,,,,,,,,,,,,,,,,,,,3,31.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cloud,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joker,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kazuya,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucario,,,,,,,,,,,,,,,,,,,,,,,,,3,28.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bowser Jr.,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Link,,,,,,,,,,,,,,,,,,,,,,,,,3,25.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Duck Hunt,,,,,,,,,,,,,,,,,,,,,,,,,3,27.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ken,,,,,,,,,,,,,,,,,,,,,,,,,3,27.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ryu,,,,,,,,,,,,,,,,,,,,,,,,,3,27.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Corrin,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Byleth,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Charizard,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Palutena,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pyra,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shulk,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Swordfighter,,,,,,,,,,,,,,,,,,,,,,,,,3,25.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R.O.B.,,,,,,,,,,,,,,,,,,,,,,,,,3,27.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inkling,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wario,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hero,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mewtwo,,,,,,,,,,,,,,,,,,,,,,,,,3,26.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Robin,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Terry,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dark Pit,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dr. Mario,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucina,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mario,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marth,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Gunner,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pit,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sora,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Steve,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pac Man,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dark Samus,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ivysaur,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Samus,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucas,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zelda,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Luigi,,,,,,,,,,,,,,,,,,,,,,,,,3,25.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wii Fit Trainer,,,,,,,,,,,,,,,,,,,,,,,,,3,28.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olimar,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Villager,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ice Climbers,,,,,,,,,,,,,,,,,,,,,,,,,3,28.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isabelle,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Yoshi,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mr. Game & Watch,,,,,,,,,,,,,,,,,,,,,,,,,3,28.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ness,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Daisy,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Peach,,,,,,,,,,,,,,,,,,,,,,,,,3,30.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kirby,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rosalina and Luma,,,,,,,,,,,,,,,,,,,,,,,,,3,29.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,King Dedede,,,,,,,,,,,,,,,,,,,,,,,,,4,32.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,King K. Rool,,,,,,,,,,,,,,,,,,,,,,,,,4,30.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bowser,,,,,,,,,,,,,,,,,,,,,,,,,4,32.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ganondorf,,,,,,,,,,,,,,,,,,,,,,,,,4,32.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Snake,,,,,,,,,,,,,,,,,,,,,,,,,4,25.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Donkey Kong,,,,,,,,,,,,,,,,,,,,,,,,,4,32.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ike,,,,,,,,,,,,,,,,,,,,,,,,,4,31.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jigglypuff,,,,,,,,,,,,,,,,,,,,,,,,,4,25.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mythra,,,,,,,,,,,,,,,,,,,,,,,,,(2) 7,19.0,38.0,,Foresight on frames 2-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bayonetta,,,,,,,,,,,,,,,,,,,,,,,,,(3) 7,16.0,36.0,,Bat Within on frames  3-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fox,,,,,,,,,,,,,,,,,,,,,,,,,4,14.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Little Mac,,,,,,,,,,,,,,,,,,,,,,,,,4,14.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sheik,,,,,,,,,,,,,,,,,,,,,,,,,4,14.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Zero Suit Samus,,,,,,,,,,,,,,,,,,,,,,,,,4,14.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Diddy Kong,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Greninja,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Meta Knight,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pichu,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pikachu,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sonic,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Squirtle,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Toon Link,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Young Link,,,,,,,,,,,,,,,,,,,,,,,,,4,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Banjo & Kazooie,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bowser Jr.,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Byleth,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chrom,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cloud,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Corrin,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dark Pit,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dr. Mario,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Duck Hunt,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Falco,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hero,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ice Climbers,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inkling,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Isabelle,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Joker,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kazuya,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucario,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucas,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Lucina,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Luigi,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mario,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marth,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mega Man,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mewtwo,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Brawler,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Gunner,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mii Swordfighter,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Min Min,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Ness,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Olimar,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pac Man,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Palutena,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Piranha Plant,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pit,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pyra,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R.O.B.,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Roy,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sephiroth,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shulk,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sora,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Steve,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Terry,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Villager,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wii Fit Trainer,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wolf,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Captain Falcon,,,,,,,,,,,,,,,,,,,,,,,,,5,16.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
